Federal School ID,Entity Type,Street Address,Year Round Yes/No,Public Yes/No,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email,Virtual Instruction Type,School,Street City
03492,Elementary Schools (Public),16445 Los Gatos Blvd.,N,Y,Rick Rauscher,(408) 335-2250,No Data,rrauscher@lgusd.org,Not Virtual,Louise Van Meter Elementary,Los Gatos
No Data,Elementary Schools (Public),14855 Oka Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Ralph O. Berry Elementary,Los Gatos
03495,Intermediate/Middle Schools (Public),19195 Fisher Ave.,N,Y,Mary Lonhart,(408) 335-2300,No Data,mlonhart@lgusd.org,Not Virtual,Raymond J. Fisher Middle,Los Gatos
No Data,Special Education Schools (Public),1975 Cambriana Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Ming Quong Elementary,San Jose
No Data,K-12 Schools (Private),Information Redacted,N,N,Eric Bishton,No Data,No Data,No Data,No Data,Highland Institute for Better Education,Los Gatos
No Data,Elementary School (Private),14855 Oka Rd. #100,N,N,Danielle Sapiens,No Data,No Data,danielle@yavnehdayschool.org,No Data,Yavneh Day School,Los Gatos
No Data,Elementary School (Private),300 Marchmont Dr.,N,N,Christine Thorpe,No Data,No Data,cthorpe@hillbrook.org,No Data,Hillbrook School,Los Gatos
No Data,Elementary School (Private),30 Lyndon Ave.,N,N,Monica Hernandez,No Data,No Data,mhernandez@stmaryslg.org,No Data,St. Mary of the Immaculate Conception,Los Gatos
No Data,Elementary School (Private),Information Redacted,N,N,Chanah Lapin,No Data,No Data,No Data,No Data,Eitz Chaim Academy,Los Gatos
No Data,Elementary School (Private),Information Redacted,N,N,Lynne Lewin,No Data,No Data,Lynne@rainbowofknowledgeschool.com,No Data,Rainbow of Knowledge School,Los Gatos
No Data,Alternative Schools of Choice,17421 Farley Road West,N,Y,No Data,No Data,No Data,No Data,No Data,Los Gatos - Saratoga Alternative Educ.,Los Gatos
12578,Adult Education Centers,17421 Farley Rd. West,N,Y,Bob Mistele,(408) 354-2520,228,bmistele@lgsuhsd.org,Not Virtual,Los Gatos-Saratoga JUHSD Adult Education Program,Los Gatos
03486,High Schools (Public),20 High School Ct.,N,Y,Kevin Buchanan,(408) 354-2730,No Data,kbuchanan@lgsuhsd.org,Not Virtual,Los Gatos High,Los Gatos
No Data,Continuation High Schools,17421 Farley Road West,N,Y,No Data,No Data,No Data,No Data,No Data,Mark Twain High (Cont.),Los Gatos
03487,High Schools (Public),20300 Herriman Ave.,N,Y,Greg Louie,(408) 476-1112,No Data,glouie@lgsuhsd.org,Not Virtual,Saratoga High,Saratoga
No Data,K-12 Schools (Private),50 University Ave Ste A300,N,N,Amy Baur,No Data,No Data,abaur@fusionacademy.com,No Data,Fusion Academy,Los Gatos
No Data,K-12 Schools (Private),Information Redacted,N,N,Christie Filios,No Data,No Data,c.filios@valleyacademy.org,No Data,Valley International Academy,Saratoga
03530,Elemen Schools In 1 School Dist. (Public),4 Wabash Ave.,N,Y,Gregory Barnes,(408) 295-1814,No Data,gbarnes@lbsdk8.org,Not Virtual,Luther Burbank Elementary,San Jose
03787,Elemen Schools In 1 School Dist. (Public),15101 Montebello Rd.,N,Y,Enriqueta Aguilar,No Data,No Data,enriqueta_aguilar@montebelloschool.org,No Data,Montebello Elementary,Cupertino
13806,Elementary Schools (Public),4250 Latimer Ave.,N,Y,Hilary Gill,(408) 874-3605,No Data,hgill@moreland.org,Not Virtual,Latimer,San Jose
No Data,Elementary Schools (Public),4710 W. Campbell,N,Y,No Data,No Data,No Data,No Data,No Data,Amber Drive Elementary,San Jose
No Data,Elementary Schools (Public),12301 Radoyka Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Brookview Elementary,Saratoga
No Data,Elementary Schools (Public),4300 Bucknall Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Bucknall Elementary,San Jose
03853,Elementary Schools (Public),5140 Country Ln.,N,Y,Keri Billings,(408) 874-3405,No Data,kbillings@moreland.org,Not Virtual,Country Lane Elementary,San Jose
No Data,Elementary Schools (Public),1125 W. Campbell Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Coventry School,Campbell
03854,Elementary Schools (Public),4835 Doyle Rd.,N,Y,Sherri Vasquez,(408) 874-3505,No Data,svasquez@moreland.org,Not Virtual,Easterbrook Discovery,San Jose
No Data,Elementary Schools (Public),18720 Bucknall Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,El Quito Park Elem.,Saratoga
03855,Intermediate/Middle Schools (Public),4600 Student Ln.,N,Y,Theresa Molinelli,(408) 874-3305,No Data,tmolinelli@moreland.org,Not Virtual,Moreland Middle,San Jose
03856,Elementary Schools (Public),3750 Gleason Ave.,N,Y,Katie Berg,(408) 874-3705,No Data,kberg@moreland.org,Not Virtual,George C. Payne Elementary,San Jose
03857,Elementary Schools (Public),4845 Bucknall Rd.,N,Y,Christopher Barbara,(408) 874-3205,No Data,cbarbara@moreland.org,Not Virtual,Gussie M. Baker Elementary,San Jose
05409,Elementary Schools (Public),801 Hibiscus Ln.,N,Y,Martha Cirata,No Data,No Data,mcirata@moreland.k12.ca.us,No Data,Moreland Discovery (Elem),San Jose
03859,Elementary Schools (Public),4250 Latimer Ave.,N,Y,Cleo Osborn,No Data,No Data,cosborn@moreland.k12.ca.us,No Data,Latimer Elementary,San Jose
03860,Elementary Schools (Public),4000 Rhoda Dr.,N,Y,Tasha Quinonez,(408) 874-3105,No Data,tquinonez@moreland.org,Not Virtual,Leroy Anderson Elementary,San Jose
No Data,Elementary Schools (Public),4335 Payne Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Moreland Elementary,San Jose
03861,Intermediate/Middle Schools (Public),4835 Doyle Rd.,N,Y,Norma Ready,No Data,No Data,nready@moreland.k12.ca.us,No Data,Samuel Curtis Rogers Middle,San Jose
No Data,Elementary Schools (Public),730 Camina Escuela,N,Y,No Data,No Data,No Data,No Data,No Data,Strawberry Park Elementary,San Jose
08356,District Community Day Schools,4835 Doyle Rd.,N,Y,Gary Stebbins,(408) 874-3505,No Data,No Data,No Data,Moreland Community Day,San Jose
No Data,Elementary School (Private),801 Hibiscus Ln.,N,N,Josh Cembellin,No Data,No Data,jcembellin@wvmiddleschool.com,No Data,West Valley Middle School,San Jose
No Data,Elementary School (Private),Information Redacted,N,N,Sandeep Khanna,No Data,No Data,admin@championschool.org,No Data,Champion School,San Jose
No Data,Kindergartens (Private),4660 Eastus Dr.,N,N,Ning Liao,No Data,No Data,trust.montessori@gmail.com,No Data,Trust Primary School,San Jose
No Data,Elementary School (Private),801 Hibiscus Ln.,N,N,Hajera Ali,No Data,No Data,hajeraali@gmail.com,No Data,As-Safa Institute/As-Safa Academy,San Jose
No Data,Elementary School (Private),Information Redacted,N,N,Aloysius John,No Data,No Data,No Data,No Data,Golden State Academy,San Jose
No Data,Elementary School (Private),Information Redacted,N,N,Laura Kitagawa,No Data,No Data,info@pilamandarin.com,No Data,Premier International Language Academy,San Jose
No Data,Kindergartens (Private),18811 Cox Ave.,N,N,Carie Zapanta,No Data,No Data,czapanta@challengerschool.com,No Data,Challenger School - Saratoga,Saratoga
No Data,K-12 Schools (Private),3800 Blackford Ave.,N,N,Phil Dolan,No Data,No Data,spb@stratfordschools.com,No Data,Stratford Preparatory Blackford,San Jose
No Data,Elementary School (Private),Information Redacted,N,N,Anita Herbert,No Data,No Data,anita@orionmontessori.com,No Data,Orion Montessori School,San Jose
No Data,Kindergartens (Private),Information Redacted,N,N,Shuree Guzman,No Data,No Data,elquito@actiondayprimaryplus.com,No Data,Primary Plus El Quito,Saratoga
No Data,Elementary School (Private),1075 W. Campbell Ave.,N,N,Shawn Stuart,No Data,No Data,sstuart@campbellchristian.org,No Data,Campbell Christian Schools,Campbell
No Data,Kindergartens (Private),Information Redacted,N,N,Sharon Pfeiffer,No Data,No Data,No Data,No Data,Primary Plus,Saratoga
No Data,Kindergartens (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,CHALLENGER,SARATOGA
No Data,Elementary School (Private),3500 Amber Dr.,N,N,Marylou Rodriguez,No Data,No Data,mrodriguez@actiondayschools.com,No Data,Action Day Elementary School,San Jose
No Data,Kindergartens (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,PRIMARY PLUS,CAMPBELL
No Data,Elementary School (Private),730 Camina Escuela,N,N,Jessica Reinman,No Data,No Data,jreinman@challengerschool.com,No Data,Challenger School - Strawberry Park,San Jose
11251,High Schools (Public),1400 East Edmundson Ave.,N,Y,L. Boydston,No Data,No Data,No Data,No Data,Advent Academy,Morgan Hill
No Data,High Schools (Public),100 North St.,N,Y,Ray Houser,No Data,No Data,rhouser@do.mhu.k12.ca.us,No Data,MHUSD Community Day School,San Martin
11453,High Schools (Public),401 Burnett Ave.,N,Y,Theresa Sage,(408) 201-6200,No Data,saget@mhusd.org,Primarily Classroom,Ann Sobrato High,Morgan Hill
13440,Adult Education Centers,17960 Monterey St.,N,Y,Corina Sapien,(408) 201-6520,No Data,sapienc@mhusd.org,Not Virtual,Morgan Hill Community Adult,Morgan Hill
No Data,Alternative Schools of Choice,1505 E. Main Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Kleine Schule,Morgan Hill
03877,High Schools (Public),1505 East Main Ave.,N,Y,Veronica Diaz,(408) 201-6100,No Data,diazv@mhusd.org,Primarily Classroom,Live Oak High,Morgan Hill
03873,Continuation High Schools,85 Tilton Ave.,N,Y,Lisa Martin,(408) 201-6300,No Data,martinl@mhusd.org,Primarily Classroom,Central High (Continuation),Morgan Hill
03872,Elementary Schools (Public),85 Tilton Ave.,N,Y,Barbara Neal,No Data,No Data,barbara.neal@mhu.k12.ca.us,No Data,Burnett Elementary,Morgan Hill
03874,Elementary Schools (Public),9530 North Monterey Rd.,N,Y,Raymond Jimenez,No Data,No Data,rjimenez@encinal.mhu.k12.ca.us,No Data,Encinal Elementary,Morgan Hill
No Data,Elementary Schools (Public),15130 Sycamore Ave.,N,Y,Brendan White,No Data,No Data,No Data,No Data,Machado Elementary,Morgan Hill
No Data,Elementary Schools (Public),17020 Monterey St.,N,Y,No Data,No Data,No Data,No Data,No Data,Morgan Hill Elementary,Morgan Hill
03881,Elementary Schools (Public),1425 East Dunne Ave.,N,Y,Breanna Cull,(408) 201-6440,No Data,cullb@mhusd.org,Not Virtual,Nordstrom Elementary,Morgan Hill
03884,Elementary Schools (Public),353 West Main Ave.,N,Y,Juan Carlos Cuevas,No Data,No Data,cuevasj@mhusd.org,Not Virtual,P. A. Walsh STEAM Academy,Morgan Hill
No Data,Elementary Schools (Public),95 North St.,N,Y,No Data,No Data,No Data,No Data,No Data,Gwinn (Raymond) Elementary,San Martin
03883,Elementary Schools (Public),13745 Llagas Ave.,N,Y,Alex Aasen,(408) 201-6480,No Data,aasena@mhusd.org,Not Virtual,San Martin Gwinn Environmental Science Academy,San Martin
03871,Junior High Schools (Public),80 West Central Ave.,N,Y,Nanette Donohue,(408) 201-6160,No Data,donohuen@mhusd.org,Not Virtual,Lewis H. Britton Middle,Morgan Hill
03878,Elementary Schools (Public),121 Avenida Grande,N,Y,Stormie Sutton,(408) 201-6420,No Data,suttons@mhusd.org,Not Virtual,Los Paseos Elementary,San Jose
03876,Elementary Schools (Public),2700 Fountain Oaks Dr.,N,Y,Patrick Buchser,(408) 201-6400,No Data,buchserp@mhusd.org,Not Virtual,Jackson Academy of Music and Math (JAMM),Morgan Hill
03882,Elementary Schools (Public),1400 La Crosse Dr.,N,Y,Amber Andrade,(408) 201-6460,No Data,andradea@mhusd.org,Not Virtual,Paradise Valley Engineering Academy,Morgan Hill
03880,Junior High Schools (Public),141 Avenida Espana,N,Y,Rick Ito,(408) 201-6260,No Data,itor@mhusd.org,Not Virtual,Martin Murphy Middle,San Jose
09937,Elementary Schools (Public),455 East Main Ave.,N,Y,Joe Guinane,(408) 201-6380,No Data,guinanej@mhusd.org,Not Virtual,El Toro Health Science Academy,Morgan Hill
10404,Elementary Schools (Public),895 Barrett Ave.,N,Y,MaryAlice Callahan,(408) 201-6340,No Data,callahanm@mhusd.org,Not Virtual,Barrett Elementary,Morgan Hill
10405,Elementary Schools (Public),9530 Monterey Rd.,N,Y,Paige Cisewski,No Data,No Data,principal@csmh.org,Not Virtual,Charter School of Morgan Hill,Morgan Hill
No Data,Elementary School (Private),Information Redacted,N,N,Britney St. Clair,No Data,No Data,No Data,No Data,O'Neill Foundation Academy,Morgan Hill
No Data,High Schools (Private),Information Redacted,N,N,Margaret Faz,No Data,No Data,No Data,No Data,Treasure Island School,Morgan Hill
No Data,High Schools (Private),Information Redacted,N,N,Tamra Trujillo,No Data,No Data,No Data,No Data,Tru Christian Acadamy,San Martin
No Data,Elementary School (Private),410 Llagas Rd.,N,N,Violet Seryani,No Data,No Data,mh@stratfordschools.com,No Data,Stratford School - Morgan Hill,Morgan Hill
No Data,Elementary School (Private),Information Redacted,N,N,Sarah Zare,No Data,No Data,szare@theextremeacademy.com,No Data,Extreme Academy,Gilroy
No Data,K-12 Schools (Private),Information Redacted,N,N,Krista Joiner,No Data,No Data,keeteroat@gmail.com,No Data,Paradise Valley Academy,Morgan Hill
No Data,K-12 Schools (Private),Information Redacted,N,N,Jodene Hansen,No Data,No Data,hansens@thelins.org,No Data,The Learning School,Morgan Hill
No Data,K-12 Schools (Private),Information Redacted,N,N,Celeste Cruz,No Data,No Data,celeste.cruz@gmail.com,No Data,Regina Angelorum Academy,Information Redacted
No Data,K-12 Schools (Private),690 Maranatha Dr.,N,N,Dena Bless,No Data,No Data,springacademy21@gmail.com,No Data,Spring Academy,Hollister
No Data,Elementary School (Private),145 Wright Ave.,N,N,Courtney Mays,No Data,No Data,schooloffice@ccsmh.org,No Data,Crossroads Christian School,Morgan Hill
No Data,Elementary School (Private),17500 Peak Ave,N,N,Melissa Sidebotham,No Data,No Data,msidebotham@stcatherinemh.org,No Data,St. Catherine Elementary,Morgan Hill
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,BRIDGE ACADEMY,SAN JOSE
No Data,Elementary School (Private),Information Redacted,N,N,Gerlayn Vasquez,No Data,No Data,No Data,No Data,Carden Academy–Morgan Hill,Morgan Hill
No Data,K-12 Schools (Private),105 John Wilson Way,N,N,Michelle Helvey,No Data,No Data,mhelvey@oakwoodway.org,No Data,Oakwood,Morgan Hill
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,BDM SALES,SAN JOSE
No Data,Kindergartens (Private),Information Redacted,N,N,Casie Piccardo,No Data,No Data,littlesonshine@gmail.com,No Data,Little Sonshine,Morgan Hill
No Data,Elementary School (Private),Information Redacted,N,N,Richard Heggem,No Data,No Data,No Data,No Data,Shanan Academy,Morgan Hill
No Data,Kindergartens (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,NOAH'S ARK PRESCHOOL AND DAYCA,MORGAN HILL
No Data,K-12 Schools (Private),Information Redacted,N,N,David Warthan,No Data,No Data,No Data,No Data,Shadow Mountain Baptist School,Morgan Hill
12629,Elementary Schools (Public),460 Thompson Ave.,N,Y,Carmen Ghysels,No Data,No Data,cghysels@mvwsd.org,Not Virtual,Independent Study Program,Mountain View
13301,Preschool,220 North Whisman Rd.,N,Y,Gary Johnson,No Data,No Data,gjohnson@mvwsd.org,Not Virtual,Slater Special Education Preschool,Mountain View
12773,Elementary Schools (Public),1400 Montecito Ave.,N,Y,Arianna Mayes,(650) 526-3500,1165,amayes@mvwsd.org,Not Virtual,MVWSD Home & Hospital,Mountain View
13928,Elementary Schools (Public),505 Escuela Ave.,N,Y,Claudia Olaciregui,(650) 526-3575,No Data,colaciregui@mvwsd.org,Not Virtual,Gabriela Mistral Elementary,Mountain View
14375,Elementary Schools (Public),220 North Whisman Rd.,N,Y,Vernorris Taylor,(650) 903-6952,No Data,vtaylor@mvwsd.org,Not Virtual,Jose Antonio Vargas Elementary,Mountain View
03922,Elementary Schools (Public),525 Hans Ave.,N,Y,Mariko Kobata,(650) 526-3480,No Data,mkobata@mvwsd.org,Not Virtual,Benjamin Bubb Elementary,Mountain View
03926,Elementary Schools (Public),115 West Dana St.,N,Y,Pieter Dolmans,No Data,No Data,pdolmans@mvwsd.org,Not Virtual,Edith Landels Elementary,Mountain View
07791,Elementary Schools (Public),253 Martens Ave.,N,Y,Arline Siam,(650) 526-3490,No Data,asiam@mvwsd.org,Not Virtual,Amy Imai Elementary,Mountain View
03924,Intermediate/Middle Schools (Public),1175 Castro St.,N,Y,Heidi Galassi,No Data,No Data,hgalassi@mvwsd.org,Not Virtual,Isaac Newton Graham Middle,Mountain View
03927,Elementary Schools (Public),325 Gladys Ave.,N,Y,Nicki Smith,No Data,No Data,nsmith@mvwsd.k12.ca.us,No Data,Kenneth N. Slater Elementary,Mountain View
03923,Elementary Schools (Public),500 Toft St.,N,Y,Jacqueline Keirns,(650) 526-3590,1810,jkeirns@mvwsd.org,Not Virtual,Mariano Castro Elementary,Mountain View
No Data,Elementary Schools (Public),333 Eunice Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,O. J. Cooper Elementary,Mountain View
No Data,Elementary Schools (Public),405 Ortega St.,N,Y,No Data,No Data,No Data,No Data,No Data,Klein (Victorine) Elementary,Mountain View
12540,Elementary Schools (Public),750 San Pierre Way,N,Y,Terri Lambert,(650) 903-6950,No Data,tlambert@mvwsd.org,Not Virtual,Stevenson Elementary,Mountain View
06931,Intermediate/Middle Schools (Public),1701 Rock St.,N,Y,Anne Flores-Aikey,No Data,No Data,afloresaikey@mvwsd.org,Not Virtual,Crittenden Middle,Mountain View
06932,Elementary Schools (Public),460 Thompson Ave.,N,Y,Trisha Lee,(650) 903-6915,No Data,tlee@mvwsd.org,Not Virtual,Monta Loma Elementary,Mountain View
06933,Elementary Schools (Public),1625 San Luis Ave.,N,Y,Danielle Lyons,(650) 903-6925,No Data,dlyons@mvwsd.org,Not Virtual,Theuerkauf Elementary,Mountain View
No Data,District Community Day Schools,1695 Rock St.,N,Y,Sandy Charette,No Data,No Data,No Data,No Data,Whisman Community Day,Mountain View
08357,District Community Day Schools,1701 Rock St.,N,Y,Daniel Vinson,No Data,No Data,No Data,No Data,Mountain View Whisman Community Day,Mountain View
No Data,Elementary School (Private),1170 Yorkshire Dr.,N,N,Gregory Stanat,No Data,No Data,grace.stanat@tessellations.school,No Data,Tessellations,Cupertino
No Data,Elementary School (Private),Information Redacted,N,N,LeAnne Brooks,No Data,No Data,leanne@quantumcamp.com,No Data,Quantum Camp,Mountain View
No Data,Elementary School (Private),"1200 Villa St., Ste. 100",N,N,Kim Dow,No Data,No Data,businessoffice@khanlabschool.org,No Data,Khan Lab School,Mountain View
No Data,Elementary School (Private),Information Redacted,N,N,caryn brooks,No Data,No Data,deerwdinstitute@gmail.com,No Data,Deerwood Institute,Mountain View
No Data,High Schools (Private),Information Redacted,N,N,Janette Nikolakopoulos,No Data,No Data,jniko@study.com,No Data,View High School,MOUNTAIN VIEW
No Data,Elementary School (Private),310 Easy St.,N,N,Kevin Reimer,No Data,No Data,kevinr@sv.ycef.com,No Data,Yew Chung International of Silicon Vally,Mountain View
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,SOUTHBAY CHRISTIAN,MOUNTAIN VIEW
No Data,Kindergartens (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,WESTERN MONTESSORI DAY,MOUNTAIN VIEW
No Data,Elementary School (Private),1120 Miramonte Ave.,N,N,Maira Gutierrez-Folchi,No Data,No Data,maira.gutierrez@dsj.org,No Data,St. Joseph Catholic School,Mountain View
No Data,Elementary School (Private),Information Redacted,N,N,Rebecca Lillo,No Data,No Data,principal@ssls.org,No Data,St. Stephen Lutheran School,Mountain View
No Data,K-12 Schools (Private),310 Easy St.,N,N,Gerald Miebs,No Data,No Data,gmiebs@gissv.org,No Data,German International School of Silicon Valley,Mountain View
No Data,High Schools (Public),4000 Middlefield Rd.,N,Y,Bill Pierce,(650) 691-2432,No Data,bill.pierce@mvla.net,No Data,Mountain View-Los Altos Community Day School,Palo Alto
No Data,High Schools (Public),3535 Truman Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Awalt (Chester F.) High,Mountain View
02793,Alternative Schools of Choice,333 Moffett Blvd.,N,Y,Laura Stefanski,No Data,No Data,No Data,No Data,Moffett High (Alter.),Mountain View
10409,High Schools (Public),na,N,Y,Laurie Steel,No Data,No Data,lauristeel@aol.com,No Data,Silicon Valley Essential High,Los Altos
03929,High Schools (Public),201 Almond Ave.,N,Y,Tracey Runeare,No Data,No Data,tracey.runeare@mvla.net,Not Virtual,Los Altos High,Los Altos
13505,Adult Education Centers,333 Moffett Blvd.,Y,Y,Julie Vo,(650) 940-1333,4012,julie.vo@mvla.net,Not Virtual,Adult Education,Mountain View
03930,High Schools (Public),3535 Truman Ave.,N,Y,Michael Jimenez,No Data,No Data,michael.jimenez@mvla.net,Not Virtual,Mountain View High,Mountain View
03931,Continuation High Schools,1325 Bryant Ave.,N,Y,Bill Pierce,No Data,No Data,bill.pierce@mvla.net,Not Virtual,Alta Vista High,Mountain View
No Data,K-12 Schools (Private),Information Redacted,N,N,Steve Saccone,No Data,No Data,steve@stevesaccone.com,No Data,Classical Conversations,Mountain View
No Data,K-12 Schools (Private),180 North Rengstorff Ave.,N,N,Rachelle Wallis,No Data,No Data,MVoffice@waldorfpesninsula.org,No Data,Waldorf School Of the Peninsula,Mountain View
No Data,High Schools (Private),Information Redacted,N,N,Richard Gowers,No Data,No Data,rgowers@sileducation.com,No Data,School for Independent Learners,Los Altos
No Data,High Schools (Private),360 South Shoreline Blvd.,N,N,Marc Andres,No Data,No Data,principal@mountainviewacademy.org,No Data,Mountain View Academy,Mountain View
No Data,High Schools (Private),1885 Miramonte Ave.,N,N,Jason Curtis,No Data,No Data,jasoncurtis@sfhs.com,No Data,St. Francis High School,Mountain View
03987,Intermediate/Middle Schools (Public),1944 Flint Ave.,N,Y,Raquel Topete,(408) 223-3770,71100,rtopete@mpesd.org,Not Virtual,August Boeger Middle,San Jose
01486,Elementary Schools (Public),1966 Flint Ave.,N,Y,Anthony Alvarado,(408) 223-3750,77100,aalvarado@mpesd.org,Not Virtual,Ida Jew Academies,San Jose
No Data,Elementary Schools (Public),14271 Story Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Marten (Fred) Elementary,San Jose
03989,Elementary Schools (Public),14275 Candler Dr.,N,Y,Gilbert Rodriguez,(408) 258-6451,72100,girodriguez@mpesd.org,Not Virtual,Mt. Pleasant Elementary,San Jose
03990,Elementary Schools (Public),3411 Rocky Mountain Dr.,N,Y,Jeannette Carson,(408) 223-3704,74100,jcarson@mpesd.org,Not Virtual,Robert Sanders Elementary,San Jose
03991,Elementary Schools (Public),1966 Flint Ave.,N,Y,Anthony Alvarado,(408) 223-3750,77100,aalvarado@mpesd.org,Not Virtual,Valle Vista Elementary,San Jose
No Data,K-12 Schools (Private),2400 Flint Ave,N,N,Yogesh Verma,No Data,No Data,yverma@rssped.com,No Data,Rising Star Sped Academy- Polaris Branch,San Jose
No Data,Elementary School (Private),5629 Lean Ave.,N,N,Katie Shepard,No Data,No Data,katie@creeksideschool.org,No Data,The Creekside School,San Jose
No Data,K-12 Schools (Private),2400 Flint Ave,N,N,Mandy Tapia,No Data,No Data,mtapia@kinshipacademy.org,No Data,Kinship Academy,San Jose
14524,Alternative Schools of Choice,530 Gettysburg Dr.,N,Y,Genvieve Dorsey,(408) 225-1881,315220,gdorsey@ogsd.net,Primarily Classroom,Indigo,San Jose
09413,Elementary Schools (Public),5800 Calpine Dr.,N,Y,Sarah Kates-March,(408) 225-6556,308201,smarch@ogsd.net,Primarily Classroom,Anderson (Alex) Elementary,San Jose
04209,Intermediate/Middle Schools (Public),5035 Edenview Dr.,N,Y,Ginelyn Doldolea-Kudsi,(408) 227-0616,302201,gkudsi@ogsd.net,Primarily Classroom,Davis (Caroline) Intermediate,San Jose
04208,Elementary Schools (Public),565 Coyote Rd.,N,Y,Marie Mabanag,(408) 227-8550,311201,mmabanag@ogsd.net,Primarily Classroom,Christopher Elementary,San Jose
04213,Elementary Schools (Public),530 Gettysburg Dr.,N,Y,Tauvia Harrigan,(408) 255-1881,315201,tharrigan@ogsd.net,Primarily Classroom,Frost (Earl) Elementary,San Jose
04212,Elementary Schools (Public),285 Azucar Ave.,N,Y,Karisa Gonzales,(408) 227-7060,314201,kgonzales@ogsd.net,Primarily Classroom,Edenvale Elementary,San Jose
04217,Elementary Schools (Public),5629 Lean Ave.,N,Y,Lisa Barlesi,No Data,No Data,lbarlesi@ogsd.net,Primarily Classroom,Miner (George) Elementary,San Jose
04214,Elementary Schools (Public),511 Cozy Dr.,N,Y,Vivian Martin,(408) 227-1505,316201,vmartin@ogsd.net,Primarily Classroom,Glider Elementary,San Jose
No Data,Elementary Schools (Public),500 Shawnee Ln.,N,Y,No Data,No Data,No Data,No Data,No Data,Dickinson (Maude) Elementary,San Jose
No Data,Elementary Schools (Public),5585 Cottle Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Oak Grove Elem.,San Jose
04221,Elementary Schools (Public),5000 Lyng Dr.,N,Y,Lauren Tilston,(408) 227-7332,323201,ltilston@ogsd.net,Primarily Classroom,Stipe (Samuel) Elementary,San Jose
No Data,Elementary Schools (Public),420 Calero Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Calero Elementary,San Jose
04223,Elementary Schools (Public),6200 Encinal Dr.,N,Y,Mark Lepori,(408) 227-3303,322201,mlepori@ogsd.net,Primarily Classroom,Santa Teresa Elementary,San Jose
04216,Intermediate/Middle Schools (Public),5955 Blossom Ave.,N,Y,Christy Flores,(408) 226-1886,304201,cflores@ogsd.net,Primarily Classroom,Herman (Leonard) Intermediate,San Jose
04206,Elementary Schools (Public),420 Allegan Cir.,N,Y,Lisa Barlesi,No Data,No Data,lbarlesi@ogsd.k12.ca.us,No Data,Blossom Valley Elementary,San Jose
04220,Elementary Schools (Public),6280 Shadelands Dr.,N,Y,Rafael Zavala,(408) 227-3411,320201,rzavala@ogsd.net,Primarily Classroom,Sakamoto Elementary,San Jose
04210,Elementary Schools (Public),5345 Avenida Almendros,N,Y,Patricia Mondragon,(408) 225-5675,312201,pmondragon@ogsd.net,Primarily Classroom,Del Roble Elementary,San Jose
04222,Elementary Schools (Public),6670 San Anselmo Way,N,Y,Julie Craig,No Data,No Data,jcraig@ogsd.k12.ca.us,No Data,San Anselmo Elementary,San Jose
04205,Intermediate/Middle Schools (Public),6610 San Ignacio Ave.,N,Y,Tammy Unck,(408) 578-5731,326201,tunck@ogsd.net,Primarily Classroom,Bernal Intermediate,San Jose
04218,Elementary Schools (Public),5920 Bufkin Dr.,N,Y,Michelle Tsang,(408) 578-5900,318201,mtsang@ogsd.net,Primarily Classroom,Oak Ridge Elementary,San Jose
04219,Elementary Schools (Public),330 Bluefield Dr.,N,Y,Gokcen Ceran,(408) 226-4655,319201,gceran@ogsd.net,Primarily Classroom,Parkview Elementary,San Jose
04204,Elementary Schools (Public),280 Martinvale Ln.,N,Y,Kristine Loeper,(408) 226-3370,306201,kloeper@ogsd.net,Primarily Classroom,Baldwin (Julia) Elementary,San Jose
04224,Elementary Schools (Public),410 Sautner Dr.,N,Y,Jeremia (Mia) Canlas-Cruz,(408) 226-0462,324201,jcanlas-cruz@ogsd.net,Primarily Classroom,Taylor (Bertha) Elementary,San Jose
04215,Elementary Schools (Public),5035 Poston Dr.,N,Y,Tracy Cochran,(408) 227-0424,325201,tcochran@ogsd.net,Primarily Classroom,Hayes Elementary,San Jose
